"age" "height" "weight" "pulse" "drink" "edu" "fitbit" "bike" "eval" "coach" "lost"
33 68 183 69 n y n n y n n
40 73 251 75 n y n n n n y
37 64 151 50 y y n y n n y
48 73 237 61 y y n n n y n
56 70 180 66 y n n y n n n
61 68 213 71 y n y n n n n
43 66 198 53 n y n n n n n
48 67 207 71 n y y n n y n
49 68 166 59 n n y n y y n
41 67 187 59 n y n n n y n
50 64 162 59 y y n y n y n
35 68 197 55 n n n n n n n
58 65 193 70 n y y n y n y
66 68 210 72 y n n n n n n
45 63 123 57 n y n n y y n
42 66 151 45 y y n n y n n
32 68 162 69 n y y y n n y
61 58 151 75 n y n n y y y
50 65 125 58 y y n n y n n
32 65 182 70 y n n n y n y
46 68 161 68 n y y n n y y
46 68 211 50 y y n y n n n
47 72 240 66 n n n n n n n
58 68 146 50 n y n n n n n
44 74 175 61 y n n n n y n
45 74 197 77 n n n n n n n
52 64 173 46 y y n y n y y
56 68 174 62 n n n n y n n
29 61 118 72 y n y n n n y
41 71 234 54 y n n y n y y
47 68 211 52 y y n n n n n
50 64 159 48 n y n n n n n
57 68 161 73 y n y n n n y
49 62 133 53 y n n y y n y
34 67 203 46 y y n y n n n
64 65 157 44 n y n n n n n
40 72 181 68 n n y n n n y
46 66 157 68 y y n n n n n
39 72 225 75 y n n n n n n
52 71 185 59 n y n n n n n
46 71 188 73 n y n y n n y
45 66 162 69 y y y n n y n
35 66 138 70 y n n n n n n
51 64 131 59 n n n n y n n
34 58 118 63 n y y y y n y
39 65 165 53 y y n n n n n
45 71 192 53 n y n n n y y
43 68 199 55 y y n n n y y
41 72 231 53 y y n n n y y
45 69 203 47 n y n n n n n
52 68 166 47 y y n n n n n
35 62 105 66 y y y n n n n
40 68 217 62 y y y n y n n
40 73 214 51 y y n y n n y
53 70 230 73 n y n n n y n
52 67 140 58 n n y n n y n
45 70 155 59 y n n n n n n
53 73 190 70 n y y y n n y
43 74 255 68 y y n n y n y
50 61 154 64 n y n n n n n
51 69 137 71 n n y n n n y
49 59 161 66 n n n n y n y
53 75 198 68 n y n n n n n
48 70 178 44 y y n n y y y
45 73 198 80 y y y n y n y
47 69 176 61 y y n y n n n
45 68 152 62 n y y y n n n
40 69 218 56 y n n n n n n
29 65 177 69 y y y y n n y
51 74 259 68 y y n n n n n
41 70 205 67 y y y n n n n
55 65 146 70 n y n y n y n
49 68 210 51 n y n n n n n
43 71 213 73 y y n y n n n
47 69 210 69 y y n y n n n
44 62 132 61 y n n n n n n
40 66 159 77 y y n y n n n
42 70 155 59 y n n n n n n
57 67 169 50 n y y n y n n
27 78 247 59 n y n n y y n
46 70 188 57 y n n n n n n
36 65 137 54 n y n n n y n
53 67 192 68 y y n n n y n
41 68 165 50 n n n n y y n
44 64 123 74 n y n n y n n
40 72 191 44 n y y n n n n
33 67 174 67 y n y y n y y
33 74 190 49 n y n y n y y
49 66 160 72 y y y n n n n
49 67 185 50 n y n n n n n
52 66 195 49 y y n n y n n
54 65 167 47 y y n y y n y
48 70 223 46 n y y n n y y
50 70 204 78 n n n n n n n
41 68 211 42 n y n n n y y
30 67 129 45 y y y n n n n
52 68 195 52 n n n n n n n
34 67 188 51 n n n n n n n
45 66 152 69 n y n n n n n
48 68 162 67 y y y n y n y
57 74 233 46 n n n n n y y
38 68 144 50 n y n n n y n
54 68 173 71 y n y y y n n
47 66 198 72 y n n n y y y
35 66 196 48 y y n n n y y
61 68 168 65 n y n n n n n
35 64 176 69 y n n n y n y
45 66 186 54 y y n n n n y
44 71 211 69 y y y y n y y
42 62 161 74 y n n n y n y
62 71 189 51 n y n y y y y
53 69 174 83 y y n y y n n
57 68 183 68 y y n n y n n
52 69 197 63 n y y y n y y
48 68 159 70 n y n n n n n
37 70 195 51 y y y y y n y
47 67 141 78 y y n n n n n
39 62 151 77 y y y n n n y
50 68 211 70 y y n n y n y
59 74 229 68 n n n n n n y
41 68 160 64 n n n n n y n
39 68 159 59 y y y y n n n
36 68 207 64 n y n n y n y
60 65 187 52 n y n n n y y
45 73 207 58 n n y n n n n
48 64 111 54 y y n n y y n
45 69 182 54 y y n n n n n
49 69 152 57 n y n n y y n
46 74 240 43 n n n y y n n
41 73 251 69 n n n n n y n
38 64 117 63 y y n n y y n
33 61 162 71 n n y n y y n
42 65 194 59 y y y y y n y
37 72 218 50 n y y n y n n
23 66 196 43 y n n n n n n
41 67 166 47 n y n y n n y
51 63 137 45 n y n y n n n
48 62 171 54 y y y n n n n
31 65 148 71 n n n n n y n
45 73 249 53 n y n n n n n
52 68 127 54 n y n y n n n
43 63 135 61 y y y n n n y
48 67 205 58 y y n n n n n
41 72 209 55 n y n y n y n
48 67 206 73 y y n n n n n
42 67 211 44 n n n n n y n
39 64 153 52 n y n y n n n
40 66 183 64 y n n n y n y
33 68 197 57 n y y y n n n
54 65 190 60 y y y n n y n
47 59 160 72 n y n n n n n
40 60 135 68 n y n n n n n
45 70 194 71 y y n n n n n
53 76 256 70 n n n n y y y
62 76 264 48 y y n n n n n
45 75 220 73 n n n n n n n
40 68 139 60 y y y y y y n
57 79 239 49 n y n n y n n
42 66 149 55 n n n y n n y
49 73 195 70 n n y n n y y
32 75 249 73 n y y n y n y
37 63 156 79 y n n y n n n
39 74 248 58 n n n y n n n
46 72 245 64 n n n y n n n
35 64 185 73 n y n n n n n
33 73 229 71 n y y n n y y
34 67 203 62 y n n n y y n
45 68 177 57 y y n y n y y
51 68 164 78 y n y n n n y
57 66 157 70 n y n n y n n
44 72 191 73 n y y n n n y
43 68 174 66 y y n y n n y
49 70 215 50 n y y n n n n
41 71 198 54 y y n y n n y
47 65 154 70 y n n y n n n
42 68 135 66 n y y y y y n
45 68 128 70 y n n n y n y
43 69 206 57 y y n n n y y
23 71 180 68 y n n n n n n
38 71 230 49 n n n n n y y
42 70 230 61 n y n n n y n
40 68 212 69 y y n n n y y
29 74 238 64 y y y n n n y
38 68 177 51 y n n n n y n
41 74 253 50 y y n n n n n
48 63 140 50 y y n n n y n
40 66 181 51 n y y n y y y
38 69 154 61 n y y y y y n
52 61 146 46 y n n n n n n
45 69 205 73 y n y n y y y
58 66 161 70 y y n n n n n
35 77 222 70 n y n n n n n
56 68 129 54 n y y y n y y
39 68 216 66 n n n n y n y
45 68 180 48 n y n y n y n
38 68 166 75 n n n n n n n
56 67 164 50 y y n y n n n
31 68 139 70 n y y n n n y
39 68 201 64 n y n n y n n
45 71 153 61 y y n y y n n
48 67 134 75 n y n n y n y
45 71 214 45 y y n y n n y
38 61 100 57 n y n n y n n
46 68 160 60 y n n y y n n
47 65 175 34 y n n n n y y
42 70 216 65 n y y y y n y
42 65 128 58 n y n n n n n
32 75 248 69 y y n n y n y
41 69 134 60 y y n n y n n
29 69 170 68 y n n n n n n
26 75 218 53 y y y y n n y
36 60 150 66 y n n n y n y
59 66 192 46 y y n n n n n
41 71 152 58 y y y n n n n
45 64 185 75 y y y y y n y
46 65 177 45 y n y y n y n
44 69 146 53 y n n n n n n
45 68 178 62 n y y n y y y
47 66 173 61 y y n n n n n
43 68 211 61 n n y n y y n
45 69 214 81 y y y n y y y
56 65 119 57 n y n n y n n
52 68 166 60 n y n n y n y
45 75 244 70 y y n y y n y
54 69 166 62 y y n y y n n
37 68 196 64 n n n n n n n
45 65 191 70 y n n y n y n
45 65 152 59 y y y y y n n
35 60 152 58 n n n y n y n
45 70 183 51 n y n y n n y
42 58 123 56 y n n y y y n
39 70 192 52 y y n n n n n
42 66 162 50 y n n n y n n
39 57 138 68 y y n n y n y
49 71 213 67 y y n n y n n
59 67 163 50 y y n y n y y
42 63 175 67 n n n n n n n
39 71 211 50 n y n y n n y
44 67 166 49 y y n n n y n
39 68 127 68 y n y n n n y
43 74 166 48 y n n n y n n
24 67 177 62 n y y n n n n
33 71 154 45 y y y n n y y
41 68 165 50 n y n y n n n
47 66 191 46 y y n y y y y
45 67 209 47 n y n n n y y
54 74 229 46 y y n n y y n
53 66 182 58 n y n n n n n
52 68 208 53 y y n n n n n
40 71 221 62 y n n y y y y
36 66 140 69 n y n y n n n
43 73 205 61 n y y y y n n
45 67 172 45 y n n y n n n
30 67 178 57 y n n n n n y
35 65 145 82 y y y n n n y
44 72 186 55 n n n n y n n
41 73 195 71 y y n n n n n
46 62 142 69 n n y n n y y
43 62 173 73 n y n n n n n
62 68 212 55 y n n n n y y
43 61 141 73 n y n n n y n
36 66 152 49 y y n n n n n
45 75 201 70 y y n y n n n
53 72 232 46 y y y y n n n
44 68 205 67 y n n n y y y
43 61 155 48 y y n n y n y
47 70 209 67 y y n y n n n
45 68 216 65 y y y n n n n
38 70 194 64 n y y n n n n
51 73 212 49 y y y y n n y
39 67 159 50 n y n n n n n
45 70 195 51 y y n n n n n
42 68 170 74 n y n y y n n
42 70 150 53 n n y n n n n
41 66 191 50 n n y n y y y
55 69 199 76 y y n n y y y
48 62 172 61 n y n n n n n
50 70 207 70 n y n n n n n
44 65 196 58 n n n y n n n
44 72 216 73 n y y n n n n
37 69 201 71 y y y n n n n
40 59 153 47 y y n n n y y
47 70 182 68 y y n n n n n
51 75 247 61 y y n y n n y
54 68 213 61 n y y n y n n
62 67 202 68 n y n n y n y
39 70 208 64 n y n n n y n
41 76 265 64 y y n y y n y
34 74 157 67 n y y n y y y
37 70 182 52 n n n n n y n
56 74 236 49 y y n n n n y
42 66 127 60 n n y n y n n
51 69 211 69 y n n n y n y
38 68 193 77 y y n n y n n
54 72 232 60 y y n y y n n
40 72 240 70 n y n n y y y
61 68 215 50 n y n n n n y
48 69 182 51 n y n n n n n
47 62 145 50 y n y n n n n
43 67 210 55 n n n y n y y
39 74 198 61 n n n n n n n
44 69 215 62 y y n n n n n
34 70 176 57 y y n y n y y
49 67 154 67 n n n n n n y
46 66 184 73 y y n n n n n
41 67 177 56 y y n y n y n
62 67 205 48 n n n y n y y
43 72 243 55 y y n n n y y
35 69 170 79 n y n y n n n
44 74 191 70 n n n n n n n
43 69 166 63 y n y n n n y
53 65 122 59 n n n n n n n
42 66 195 66 n n n n n n n
41 64 162 67 n n y n n n y
38 70 228 74 y y y n y n y
49 76 258 56 n n n n y n n
37 66 199 70 n n n n y n n
44 64 142 42 n y y y y y y
33 68 162 66 n y n n y n n
38 66 156 56 n n n n y n n
39 67 177 69 y n y n n n y
42 68 218 58 y n y n n y n
45 77 182 63 y y n n n y n
45 62 172 57 y y y y n n n
52 69 191 54 y y n n y n y
46 69 166 51 y y y y n n y
65 69 180 44 y y n n n n n
33 69 182 58 n y n n n n n
41 68 132 70 y n y y y n y
55 72 232 63 n y y y y y n
45 72 244 48 n y n n y n n
49 71 203 50 n y n n n n y
37 66 202 53 n y n n n y y
48 65 191 68 y y n n n n n
38 60 100 64 y n y n n n n
52 67 196 52 y y y n n y y
63 64 132 60 n n n n y y n
51 65 153 68 y y n n y y n
44 65 198 77 n y n n y n y
41 66 182 71 y y n n n n y
41 71 233 49 n y n n n n n
42 74 173 55 y y y y y n y
39 71 160 65 y y y n y n n
42 70 153 55 n y n y n y y
44 72 208 67 y y n n n n n
52 69 178 63 n y y y n n n
41 68 141 63 n y y y y n n
46 70 175 70 n y n n n n y
45 70 197 53 y y y n y n n
54 62 134 71 y y y n n n y
50 65 137 61 y n y n n y n
32 64 111 59 y y n n n n n
39 73 168 60 n y y n y y n
39 63 156 54 y y y y n y y
37 68 148 56 y n y n n n n
44 68 214 65 n n n y y n y
47 66 152 56 n y y y n n y
39 68 203 74 n n n n y n y
48 63 164 41 n y n n y y y
32 70 230 65 y y n n y n y
44 69 214 71 n y n n n y n
50 67 179 49 n y n n n n n
42 71 221 60 n n n n n n y
43 70 197 79 y y y n n n y
32 59 123 59 n y n n y y n
39 73 251 69 y y n n y n y
53 76 272 56 y y n n n y y
61 62 177 47 n y n n y n n
50 68 169 46 y y y n n n n
34 70 177 73 y y y y y n y
45 72 196 42 n y n y n n y
39 69 179 73 y y n y n n n
38 68 179 66 n y n n y n n
44 69 164 62 y n y n n n n
54 68 192 56 n y n y n n n
42 64 140 55 n y y n n y n
46 70 186 63 n n n n n n n
45 68 174 54 y y n y n y y
50 68 211 80 n y y y y y y
55 67 141 65 n n n n n y n
34 68 179 69 n y y n n n y
35 68 134 65 y y n y n y n
38 68 207 68 n n n y y n n
37 68 172 69 y y n n y n n
38 72 225 55 y y n n n y y
33 68 218 64 n n n n y y y
42 67 156 68 n n n n n y n
33 68 200 79 y n y n y y y
47 72 197 70 y y n n n n y
43 69 167 39 y n n n n n y
43 65 137 48 y n n y y n n
37 75 251 64 n y n n n n n
51 75 197 53 n n n y n n y
45 66 183 74 n n y n n n n
51 68 173 50 n y n y n y y
31 68 198 57 n y n n y n n
57 69 204 67 n y n n n y n
40 70 216 66 y n n y n n n
36 68 196 60 n y n n n n n
39 64 124 60 n n y n y y n
43 69 176 61 n y n n y n n
46 68 218 62 y n n n n n n
35 68 180 52 n y n y n y y
48 67 176 54 y y n n n y n
42 67 127 58 n n n y n n n
49 77 250 71 y y n n n y n
36 64 150 60 n y y y n n n
46 67 185 47 y n n n n y y
58 63 185 53 n y n n n y y
42 70 177 65 n y n n y n n
47 70 191 66 y y n n n n n
49 70 194 74 n y n y n n n
61 73 198 75 n y y y n n y
49 66 156 66 n n y n y n y
46 68 137 46 y n y y y n n
29 68 164 52 y y n n n n n
44 69 179 70 y y n n n n n
35 68 213 53 y y n n y y y
54 60 129 63 y y n n y y n
50 66 168 67 n y n n n n n
40 75 197 70 y y y n n n n
45 67 163 81 y y y n n n y
39 64 178 51 n n n n y n n
46 63 145 68 y y n n n n n
38 67 211 52 n y y n n n n
45 71 233 49 n y n y n n n
39 71 238 43 n n n n n n y
45 68 181 74 y n y n n n y
35 60 167 68 y y n y n y n
40 69 221 51 y n n y n y y
50 72 196 66 y y n y n n n
45 66 172 70 y y y n n n y
40 63 153 55 n y y y y n n
34 68 203 46 y y n n y y y
44 68 134 67 n y y y n n n
42 69 218 55 y y n n n y y
41 73 150 70 y y n y n n n
47 67 200 65 n y y y y n n
45 65 123 60 n y n n y y n
51 71 151 46 y y n y n n y
51 68 204 63 y y n n n n n
40 60 110 60 y n y y y n n
43 75 246 64 y n n y y n y
50 61 164 53 y y n y n y n
45 62 114 56 n n n y y y n
37 74 172 59 n y y y y n n
49 69 186 51 y n y y n n y
43 65 193 60 n y y y n n n
52 71 183 51 y y n n n y n
38 68 202 72 y y n n n n n
58 72 209 41 y y n n n n n
41 69 203 52 y y n n y n n
66 66 169 54 n n y n n n n
41 70 217 70 y n n n n n n
43 73 150 60 y y n n y n n
45 69 180 50 y y n n n y y
58 63 151 74 n y y n n n n
46 68 218 50 y n n y n y y
46 70 186 69 n y n n n n n
46 61 130 70 y n y n y n y
53 63 139 64 n n y y n n y
26 61 138 73 n y n y n n n
52 61 129 64 n n y n n y y
42 71 230 51 n n n n y n n
41 62 173 60 n n n n n n n
42 69 190 62 y y n y n n n
34 74 256 47 n y n n y y y
66 65 165 76 y n y n n y y
41 65 183 73 n y y n n y n
34 64 159 62 n n y n y n n
46 70 190 61 y y y n n n y
47 68 205 47 y y n y y n n
50 74 219 70 n y y y n y n
49 62 176 45 y n n n n y y
53 67 174 42 y y y n n n n
46 64 157 48 y y n n n n n
29 68 175 46 y n n n n n n
26 63 124 66 y n n y n n n
45 72 160 42 n y n n n y y
50 79 253 73 n y y y n n n
51 69 184 73 n n y n n n y
46 66 163 60 y y n n n n n
41 59 121 50 n y n n y n n
49 68 193 65 n y y y y n y
48 67 194 52 y n n y n y y
42 71 167 59 n n y n n y n
32 68 171 68 y n n n y n n
45 63 178 47 n y n n y y y
55 62 157 50 n y y n y y y
42 65 176 50 y y n n n n n
47 65 161 71 y y y n n n y
46 69 186 46 y y n n y y n
45 68 181 67 n y y n n n y
49 69 166 51 y y n y y y y
45 67 167 56 n y n y n n y
54 65 182 53 y n n n n n n
39 69 218 75 n y n n y n y
47 61 115 62 n n n y y n n
44 65 148 69 y n y n y y y
48 65 198 47 y y n n n y y
44 64 177 49 n y y y y n n
37 65 119 50 y y n n n y y
30 67 196 57 y y y y y y n
48 68 181 47 n y n y n n y
37 66 198 47 n y n n n y y
40 60 139 54 y y n y n n y
34 68 149 68 y y y y y n y
36 66 159 50 y y n n n n n
49 67 209 67 y y n n y n y
44 68 150 61 y y n y n n n
40 74 238 49 y n y n y n n
35 76 218 54 n y n n n n y
42 60 129 58 y y y y n n y
41 68 133 63 y y y n n y n
47 71 181 77 n y n n n n n
43 65 192 46 y n n n n n n
34 78 243 53 y n n n y n n
42 68 218 71 n y n y y y y
51 60 139 69 y y y n n n y
45 67 124 55 y n n n y n n
45 66 198 63 y y n n y y y
36 69 182 78 y n n n n n n
55 70 154 59 y y n n y n n
47 63 140 51 y y y y n n y
41 71 144 55 n y y y n n n
50 68 126 57 n y n n n y n
45 71 198 68 n y y n n n y
40 62 148 44 y y n n n y n
36 70 230 77 n y n n y y y
46 76 262 68 n n n n n n n
31 65 196 53 n y y n n y y
45 68 176 49 y y n y n y y
31 72 195 44 n n n n n n n
47 63 154 50 y y n n n n n
38 63 182 46 y n n n n y y
36 66 167 49 n y y y n n y
60 67 170 68 y y n y y n n
50 76 273 71 n y n n n n n
44 68 180 54 y n y y n n n
44 74 259 71 n y n n y n y
44 69 167 39 n n y n n n n
43 65 155 70 y y n n y y n
59 66 190 52 y y n y y n n
61 74 243 50 y y n n n y y
60 69 176 54 y y n n n n n
35 69 166 57 n y n n n y n
55 64 182 68 y y n y n n n
42 71 186 72 y y n n n n n
46 68 196 64 y y n n n n n
28 60 150 57 y y n n n y y
52 70 197 45 y y n n n n n
37 65 198 47 y y n n n n y
56 62 136 80 y y y n n n y
49 69 165 58 y y y n n y y
63 62 139 65 y y n y n n n
38 63 149 55 n y n n n y y
45 63 176 47 y y n y n n n
34 67 195 76 y y n n n n y
44 62 147 58 n n n n n y n
45 68 145 62 n y n n n n n
43 69 186 49 n y y y y n y
58 69 201 69 n y n n n n n
40 68 172 70 n n y n n y n
47 71 221 51 n y y n n y y
40 68 214 62 y y y n n n n
45 75 171 59 n y y n n n n
51 62 133 70 y y n y y n y
48 68 127 58 y n y n n y n
49 72 157 57 n y n n n n n
51 69 172 70 y n n n n n n
39 68 171 59 n y y n y y n
35 69 150 58 y y n n y y y
46 68 177 48 n n y n n y n
42 67 161 55 n y n n n n n
45 73 252 50 y y n n n n n
45 71 222 76 n y n n y n y
46 68 212 46 n y y n n y y
54 73 189 70 n y n n n y y
57 67 205 72 y n n n y n y
40 70 214 74 y n y y y n y
59 68 174 53 n n n n n n n
46 64 162 42 y y n n n n y
54 70 151 56 n y n n n y n
49 65 122 51 n y n n n y y
48 69 178 43 n n n n y n n
46 68 200 75 y y n n n y n
51 68 206 52 y y n n y y y
44 66 181 75 y y y n y n n
46 69 202 69 n y n n n n n
55 68 213 54 y y y y n n n
49 67 133 57 y y n n n n n
56 67 159 76 y y n n n n n
37 74 209 80 n y n n n y n
39 70 193 50 y y y y n y y
45 66 156 64 n y n n n n n
52 69 202 79 n n n n y n y
40 66 138 62 n y n n y y n
40 72 180 71 n n n n n n n
38 68 144 55 n y n n y n n
53 72 201 55 n y n y n n y
38 68 211 76 n y y n n n n
52 59 109 68 n y n n y n n
48 66 164 68 y y y y n n y
40 62 160 58 y y y y n n y
34 68 211 72 y y y n y n y
34 68 146 60 n y y n n n n
51 65 153 60 n y n n n n n
49 64 188 50 y y n n y y y
53 65 156 51 y y n y n y n
34 72 143 63 n y y n y y y
39 68 185 58 y y n y n y y
45 74 174 60 y y y n n y n
47 71 232 50 n y n y y y y
47 63 166 50 n y n n n y y
43 69 223 70 y y n y n n n
42 72 167 55 n y y y n n n
40 67 205 66 y n n n n n n
55 71 187 35 n y n n y n n
35 75 208 73 n y n n y n n
63 67 186 75 y y n n y y y
67 64 168 53 y y n n n y y
58 76 173 60 y y n y y n n
38 66 154 57 y n n n n y n
39 63 136 69 n n n n y n n
46 68 132 70 y n n y y n y
45 63 144 63 n n y n n n y
39 69 216 51 y n n y y y y
58 68 176 48 y y n n n n n
45 75 250 68 y y n n n n n
45 65 168 54 n y n n n n n
47 71 216 65 n y y n y n n
54 60 140 64 n y y n n n y
48 69 181 46 y y n n n n n
51 60 160 50 y n n y n y y
56 72 238 59 y y y y y y n
58 63 145 71 y y y n n n y
45 70 144 49 n y y y n n y
51 71 218 46 y n n n n y y
57 69 201 49 n y n n n n n
43 67 127 46 n y y n n n n
40 66 187 53 y y y n n n n
43 65 158 46 n n n n n n n
38 68 152 60 y n y n n y y
46 73 235 60 n n n y n n n
44 73 204 48 y n y y n n y
52 68 213 80 n y n n n n n
51 68 176 43 n n n y y n y
45 68 165 51 n n n y y n y
55 67 198 74 y y y n y n y
36 74 210 48 n y n n n n n
45 66 157 53 n y n y n n y
45 67 197 68 y y n n n n n
39 76 188 66 y y y n y n n
58 64 155 58 n y n n n n n
47 73 206 51 n y y n n y n
50 76 263 62 n y n n y y y
35 74 245 49 n y n n n y y
50 72 151 61 n n n n y y n
66 70 214 40 n n n n n n n
27 68 168 51 y y n y n n y
37 68 180 42 y y y y n n y
42 68 166 49 y n n n n n y
45 68 194 54 y n n n y n n
50 67 207 53 y y n n y y y
45 69 173 51 y y n n n n n
49 65 187 73 y y n n y n y
39 71 221 49 n y n n y y y
40 70 196 76 y n y y y n y
34 72 205 50 y y y n n y n
45 64 149 54 y n y n n y n
47 67 189 62 y y y n n n n
40 72 170 52 y y n n n n y
55 74 196 50 n y n y n n y
45 70 140 59 y y y y y n n
47 70 141 70 y n n n y n y
46 74 174 57 n y n n y n n
37 69 134 57 n n y n y y n
47 68 209 50 y n n n n y y
56 68 173 66 n y n y y n n
36 65 180 52 y n n y y y n
46 68 161 44 y n n n n y n
52 66 180 70 y y n n n y n
53 70 205 74 n n n n y n y
45 67 190 67 y y n y y y y
42 62 143 51 n y n y n n y
45 67 198 65 y y n n y n y
62 68 199 51 y n n n n y y
53 65 174 75 y y n n y n y
45 68 138 69 n n y n n n y
38 70 206 57 y n n y y n n
47 70 183 71 n y y n n n y
43 68 173 45 n y n y n n y
25 73 245 75 n n n n y n y
29 63 166 68 y y n n y n y
40 71 162 58 n y n n n y n
43 67 173 50 y n n y n y y
47 63 164 65 n y y n n n n
48 68 165 47 n n n n n n n
35 71 196 46 y y n y y n y
41 74 207 63 n n y n n n y
50 64 187 71 y n n n y n y
40 68 143 64 n n n n n n n
45 66 189 69 n n n n n y n
59 78 245 46 n n n n y n n
29 71 185 70 y n n n n y n
48 68 177 50 n n n n n n n
37 70 181 72 y y y n n y y
42 73 246 74 n y n n n n n
38 68 198 46 y n y y y n n
44 71 154 54 y y n n n y n
42 68 163 44 n y n n n n y
46 76 234 44 y y n n n n n
39 73 243 41 y y n n n n n
39 67 194 74 n y n y y n y
32 76 168 59 n y y n n y n
48 70 179 53 y n n n y y n
40 63 155 66 n y y n n n n
51 65 166 48 y y n y n n y
46 68 215 52 n n n n n y y
48 64 153 52 y y y n n y n
46 62 168 68 n n n n n n n
53 69 219 70 y n n n n n n
36 71 184 56 n y n n y n n
36 71 212 70 n y n y n n y
45 68 205 64 n n n y n y n
39 66 191 44 y n y y n n n
47 71 174 51 n n y n n n n
45 64 183 73 y y n n n n n
47 65 186 42 y y n n n n y
34 71 219 59 y y n n y n n
44 70 197 70 y y n n n n n
44 70 169 79 y n y n n n y
52 67 210 53 n y n y y n n
45 70 150 62 y y y n n n n
56 68 215 50 y n n y n n n
43 66 161 64 y y n y y y n
39 67 179 58 y n n y y y n
64 66 159 77 y y n n n n n
46 64 151 50 y y n n n n n
54 71 198 70 y n y y y n y
44 68 215 63 n n n n n n y
53 68 172 54 n y n y n n y
46 70 160 66 n y n n n y n
37 70 225 70 n n n n y n n
37 67 204 54 n y n n y n n
48 70 180 45 y y n y n n y
45 72 183 60 n y y n n n n
52 72 236 68 y y y y n n n
50 66 161 75 y n n n n n y
42 65 181 47 y y n n n n n
49 63 181 50 y y n y n n n
37 75 245 67 n y n n n n n
57 70 225 51 y y n y n y y
49 68 210 51 y y n y n n y
45 69 205 61 y y n y n y n
58 72 189 40 n y n n n n y
52 61 167 75 y y n y n n y
55 69 180 65 y n n n y n n
55 67 161 71 n n n n n n y
48 67 156 47 y y n n y n n
37 70 180 47 y y n y n n n
53 68 159 53 y y n y n n n
57 71 203 70 n n y y n n y
58 66 154 70 n y y n n n n
45 64 144 50 y n n y n n n
47 68 195 54 y n n n n n n
41 68 200 69 y y n n y y y
55 69 223 62 n y n n y n y
64 77 238 43 y y n n n n y
40 65 145 51 y n n n n n n
41 69 151 68 y y n n y n n
61 63 163 60 n n n y n y n
54 65 185 50 y n n n n y n
46 65 166 37 n n n n n n y
42 64 115 66 y y n n n y n
49 73 194 69 y y y n n n y
53 71 210 48 n y n y n y n
47 70 178 54 n y n n n n y
31 57 140 53 y n n y y n y
45 67 208 69 y y n y n n n
32 70 223 50 n y n n n n n
58 68 204 47 y y n n n n n
49 64 132 63 y y n n y n n
46 70 178 63 n y y n n n y
41 68 177 52 y n n n n n n
50 58 128 71 n y n n n n y
47 64 161 70 y y y n n n n
44 74 251 54 n y n y n y y
40 61 108 60 y y n y y n n
44 65 162 74 y n y n n n y
39 64 180 76 y n n n n n n
43 61 143 56 y n n y n y y
45 70 206 50 y y y y n y n
58 67 194 57 y y n n n y y
72 69 177 43 n y y y y n n
